Z_i,A total  [Msun^{-1}],A MRR  [Msun^{-1}],A nonMRR  [Msun^{-1}],A MRR_spin  [Msun^{-1}],A nonMRR_spin  [Msun^{-1}],B total  [Msun^{-1}],B MRR  [Msun^{-1}],B nonMRR  [Msun^{-1}],B MRR_spin  [Msun^{-1}],B nonMRR_spin  [Msun^{-1}],C total  [Msun^{-1}],C MRR  [Msun^{-1}],C nonMRR  [Msun^{-1}],C MRR_spin  [Msun^{-1}],C nonMRR_spin  [Msun^{-1}],D total  [Msun^{-1}],D MRR  [Msun^{-1}],D nonMRR  [Msun^{-1}],D MRR_spin  [Msun^{-1}],D nonMRR_spin  [Msun^{-1}],E total  [Msun^{-1}],E MRR  [Msun^{-1}],E nonMRR  [Msun^{-1}],E MRR_spin  [Msun^{-1}],E nonMRR_spin  [Msun^{-1}],F total  [Msun^{-1}],F MRR  [Msun^{-1}],F nonMRR  [Msun^{-1}],F MRR_spin  [Msun^{-1}],F nonMRR_spin  [Msun^{-1}],G total  [Msun^{-1}],G MRR  [Msun^{-1}],G nonMRR  [Msun^{-1}],G MRR_spin  [Msun^{-1}],G nonMRR_spin  [Msun^{-1}],H total  [Msun^{-1}],H MRR  [Msun^{-1}],H nonMRR  [Msun^{-1}],H MRR_spin  [Msun^{-1}],H nonMRR_spin  [Msun^{-1}],I total  [Msun^{-1}],I MRR  [Msun^{-1}],I nonMRR  [Msun^{-1}],I MRR_spin  [Msun^{-1}],I nonMRR_spin  [Msun^{-1}],J total  [Msun^{-1}],J MRR  [Msun^{-1}],J nonMRR  [Msun^{-1}],J MRR_spin  [Msun^{-1}],J nonMRR_spin  [Msun^{-1}],K total  [Msun^{-1}],K MRR  [Msun^{-1}],K nonMRR  [Msun^{-1}],K MRR_spin  [Msun^{-1}],K nonMRR_spin  [Msun^{-1}],L total  [Msun^{-1}],L MRR  [Msun^{-1}],L nonMRR  [Msun^{-1}],L MRR_spin  [Msun^{-1}],L nonMRR_spin  [Msun^{-1}],M total  [Msun^{-1}],M MRR  [Msun^{-1}],M nonMRR  [Msun^{-1}],M MRR_spin  [Msun^{-1}],M nonMRR_spin  [Msun^{-1}],N total  [Msun^{-1}],N MRR  [Msun^{-1}],N nonMRR  [Msun^{-1}],N MRR_spin  [Msun^{-1}],N nonMRR_spin  [Msun^{-1}],O total  [Msun^{-1}],O MRR  [Msun^{-1}],O nonMRR  [Msun^{-1}],O MRR_spin  [Msun^{-1}],O nonMRR_spin  [Msun^{-1}],P total  [Msun^{-1}],P MRR  [Msun^{-1}],P nonMRR  [Msun^{-1}],P MRR_spin  [Msun^{-1}],P nonMRR_spin  [Msun^{-1}],Q total  [Msun^{-1}],Q MRR  [Msun^{-1}],Q nonMRR  [Msun^{-1}],Q MRR_spin  [Msun^{-1}],Q nonMRR_spin  [Msun^{-1}],R total  [Msun^{-1}],R MRR  [Msun^{-1}],R nonMRR  [Msun^{-1}],R MRR_spin  [Msun^{-1}],R nonMRR_spin  [Msun^{-1}],S total  [Msun^{-1}],S MRR  [Msun^{-1}],S nonMRR  [Msun^{-1}],S MRR_spin  [Msun^{-1}],S nonMRR_spin  [Msun^{-1}],T total  [Msun^{-1}],T MRR  [Msun^{-1}],T nonMRR  [Msun^{-1}],T MRR_spin  [Msun^{-1}],T nonMRR_spin  [Msun^{-1}]
0_00272,2.989069044490594e-05,5.095088640738812e-06,2.4795601804167134e-05,8.339411207922343e-07,1.941995778326631e-05,3.0652341707327755e-05,3.5680754316004e-06,2.708426627572736e-05,1.1984995175544274e-06,2.230110353158699e-05,1.994933795288585e-05,4.342058892420409e-06,1.560727906046544e-05,1.069806382737711e-06,1.1986329717834256e-05,1.608994789371612e-05,5.705799362379143e-06,1.0384148531336975e-05,6.18273864296543e-07,6.682639952828354e-06,2.9378720381712103e-05,4.978830309016497e-06,2.4399890072695616e-05,6.738135321802682e-07,1.9039299055828223e-05,4.69186449169941e-05,2.151360422541896e-05,2.5405040691575148e-05,1.39583534354344e-05,1.9595972561615025e-05,1.2191893697479833e-05,4.622127236918285e-06,7.56976646056155e-06,4.449968482369481e-07,6.46424946962117e-06,2.438824409774502e-05,5.146644717428722e-06,1.92415993803163e-05,6.104487357446937e-07,1.3595433235522496e-05,2.5212190609831e-05,5.197709530263306e-06,2.0014481079567687e-05,8.255291149143473e-07,1.07371067841565e-05,9.199269598144115e-06,4.476198682979286e-06,4.723070915164829e-06,2.53523244179628e-07,5.456030662158382e-07,4.7462604619040815e-05,2.1847950097809708e-05,2.561465452123111e-05,1.4110376348712892e-05,2.013274648421535e-05,2.7469436339444283e-05,6.579758080053562e-06,2.088967825939073e-05,1.969297041862117e-06,1.6246679382735026e-05,3.4863533684224825e-05,5.441754482154233e-06,2.9421779202070605e-05,9.75756419100294e-07,2.2583540863143908e-05,2.585020803443445e-05,5.029357344962197e-06,2.082085068947225e-05,7.448813906020689e-07,1.592640974482102e-05,2.9837903157273445e-05,5.086090066715542e-06,2.4751813090557903e-05,8.324681629126797e-07,1.938566281451722e-05,3.794207596428614e-05,6.0699263220468e-06,3.1872149642239344e-05,1.5976113274038798e-06,2.730752752927972e-05,4.275899091733564e-05,7.56688915318473e-06,3.519210176415091e-05,2.846913955543572e-06,3.107410155291795e-05,4.313177988942139e-05,8.193886337243889e-06,3.49378935521775e-05,3.252997308227961e-06,3.075351429073644e-05,3.634601933804395e-05,9.543747939124324e-06,2.6802271398919636e-05,1.616143134769104e-06,2.1320907695419176e-05,5.636279050171805e-06,1.7881693228530944e-08,5.618397356943274e-06,1.596136442143523e-08,3.912757338607749e-06
0_00303,2.6622598806286982e-05,4.639622545917683e-06,2.198297626036931e-05,5.524958257821629e-07,1.730059216825675e-05,2.7236607269666195e-05,3.2005464863183086e-06,2.4036060783347886e-05,8.741798897303278e-07,2.011978211451001e-05,1.745391883950938e-05,4.120293847162459e-06,1.333362499234692e-05,5.515704406467557e-07,1.0185862318637552e-05,1.4140011426538005e-05,5.352624153684833e-06,8.787387272853176e-06,3.980409657274016e-07,5.490267916537371e-06,2.6214981755184256e-05,4.565273643071915e-06,2.164970811211234e-05,4.593856245139665e-07,1.693137196075741e-05,4.3887133300111565e-05,2.117169653836988e-05,2.271543676174169e-05,1.3070863591648505e-05,1.7530691459116435e-05,1.0787225925843445e-05,3.804164914341781e-06,6.9830610115016665e-06,1.948315844680891e-07,5.817905207833031e-06,2.10708016285377e-05,4.4364785499401225e-06,1.663432307859757e-05,3.944132760426336e-07,1.1880253794281326e-05,2.1941438459257138e-05,4.274079130696335e-06,1.766735932856081e-05,6.448606110935892e-07,9.219756316721417e-06,7.882565902891821e-06,3.793056571897162e-06,4.089509330994658e-06,1.9398974781775482e-07,4.164114374779868e-07,4.4533490989692e-05,2.1647994889660823e-05,2.288549610003117e-05,1.3527266531957952e-05,1.806175356802798e-05,2.478709919053854e-05,6.066059058416456e-06,1.872104013212208e-05,1.635576018456598e-06,1.467340264463207e-05,3.098050486784773e-05,4.919414882809345e-06,2.6061089985038386e-05,6.775824207281382e-07,2.016070739390227e-05,2.2848596558720343e-05,4.555643688218398e-06,1.8292952870501944e-05,4.300650081322483e-07,1.411951020130172e-05,2.6575778044375304e-05,4.631462673366655e-06,2.1944315371008658e-05,5.51523769366078e-07,1.7270166662117062e-05,3.4708033317108506e-05,5.592205628974893e-06,2.9115827688133616e-05,1.3385914135577105e-06,2.524773917639504e-05,3.970941165350039e-05,7.112025275496781e-06,3.259738637800361e-05,2.5652570295554504e-06,2.9112560044437944e-05,4.0546689177995896e-05,8.010551980974925e-06,3.2536137197020964e-05,3.0664366221480542e-06,2.9057555097063448e-05,3.2851585137203604e-05,9.0195302432584e-06,2.38320548939452e-05,1.310657428262388e-06,1.933942931949794e-05,3.350827111846462e-06,2.6150721392005846e-08,3.324676390454456e-06,1.5222967442857478e-08,2.3333928049703187e-06
0_00339,2.17944222618604e-05,3.757420559773215e-06,1.803700170208717e-05,3.389914876734931e-07,1.4420243860991885e-05,2.247939353100987e-05,2.3916588603766643e-06,2.0087734670633203e-05,4.7000783373182533e-07,1.67173044018241e-05,1.3969432640946678e-05,3.3628188749960047e-06,1.0606613765950673e-05,2.6852062920368096e-07,7.737152873006655e-06,1.0913275142723318e-05,4.477107117257244e-06,6.436168025466074e-06,3.211789336397224e-07,3.5763981099097413e-06,2.141919670173948e-05,3.689037902191452e-06,1.7730158799548026e-05,2.40044163592116e-07,1.4148190085564225e-05,3.8483120612529896e-05,1.96633836245336e-05,1.8819736987996303e-05,1.2923147044299122e-05,1.4746599104498967e-05,8.735340601920005e-06,3.0960583148287303e-06,5.639282287091273e-06,1.4450285925901608e-07,4.523015399181287e-06,1.727237405423367e-05,3.5891981840251912e-06,1.3683175870208478e-05,7.302302244147917e-07,1.0124842569435822e-05,1.7863719439562593e-05,3.510858222227858e-06,1.435286121733473e-05,4.976604097443795e-07,7.141966884869635e-06,6.328328052825081e-06,3.076886733720355e-06,3.251441319104725e-06,1.239758849467379e-07,3.0247172078999896e-07,3.939638563808493e-05,2.033661082960945e-05,1.9059774808475488e-05,1.3510010512271264e-05,1.5276710505153156e-05,2.0368560789999777e-05,4.996691530070292e-06,1.537186925992948e-05,1.313324336506755e-06,1.2287186891377007e-05,2.5862833419225407e-05,3.962174759270572e-06,2.1900658659954825e-05,4.268549616961582e-07,1.710720225401366e-05,1.832088774034413e-05,3.6686148840028063e-06,1.465227285634132e-05,2.216609770262072e-07,1.1462438883601433e-05,2.1755899316428707e-05,3.750778860590285e-06,1.800512045583842e-05,3.383920680727697e-07,1.439475575079726e-05,2.8887760482897805e-05,4.525506331353728e-06,2.436225415154408e-05,9.55211833052672e-07,2.142728745502576e-05,3.4544640704572364e-05,6.134617894238437e-06,2.8410022810333907e-05,2.238131314109756e-06,2.565880336965769e-05,3.508488522470691e-05,6.9387232903656825e-06,2.814616193434123e-05,2.877603543407784e-06,2.5361044754235104e-05,2.826726998907323e-05,8.11515253580657e-06,2.0152117453266656e-05,9.71846240595297e-07,1.660369947337084e-05,1.31382287606373e-06,2.2237579606063443e-09,1.3115991181031238e-06,1.5042690349194632e-09,8.953674319622224e-07
0_00378,1.752987930605061e-05,2.946555122983336e-06,1.4583324183067276e-05,2.153509756430842e-07,1.1963605694022416e-05,1.7427189910198086e-05,1.6225543657172117e-06,1.5804635544480876e-05,2.097889679941707e-07,1.3054025978017925e-05,1.0955306031787388e-05,2.576881095865856e-06,8.378424935921532e-06,1.6921779188658108e-07,5.804909764086676e-06,8.197021464352286e-06,3.323241985214253e-06,4.873779479138034e-06,1.902128127601199e-07,2.354894180066025e-06,1.687009414130431e-05,2.7857448313132416e-06,1.4084349309991064e-05,1.4644218696152189e-07,1.1426328499191686e-05,3.334092433348554e-05,1.826327692634537e-05,1.507764740714016e-05,1.2808331108368046e-05,1.2014681256114826e-05,6.010290699524433e-06,2.465676776208292e-06,3.544613923316143e-06,8.805235896016391e-08,2.790815728025853e-06,1.38979846650175e-05,2.83153159623384e-06,1.1066453068783656e-05,4.597161075530955e-07,8.502681098692905e-06,1.3833906209232516e-05,2.623437795741143e-06,1.121046841349137e-05,2.221189226225179e-07,5.396820077650052e-06,5.053514752681162e-06,2.496493629420057e-06,2.557021123261105e-06,8.670201580321043e-08,1.6849092857117557e-07,3.3944526338601405e-05,1.8428170998613707e-05,1.5516355339987695e-05,1.2879870538548886e-05,1.27420984242315e-05,1.6421890117360777e-05,4.2131833429710975e-06,1.2208706774389684e-05,1.0992625684249526e-06,9.874766492123345e-06,2.123274348082336e-05,3.0558912114491983e-06,1.8176852269374167e-05,2.621738561857264e-07,1.4481308098034436e-05,1.4391884702480535e-05,2.8629425363004382e-06,1.1528942166180094e-05,1.6081964777027492e-07,9.235413125148962e-06,1.750221411311886e-05,2.941899537890684e-06,1.456031457522818e-05,2.1500792766872498e-07,1.1944732753827258e-05,2.3350086255380288e-05,3.3653018760727366e-06,1.9984784379307546e-05,6.152884252114183e-07,1.7709583484909558e-05,2.8870569135465352e-05,4.899041832401972e-06,2.397152730306338e-05,1.8483932837949049e-06,2.1914847536328856e-05,2.898051482748837e-05,5.943983122479124e-06,2.303653170500925e-05,2.698754900810187e-06,2.0999300746020047e-05,2.3611553089952237e-05,7.144466536298251e-06,1.6467086553653977e-05,6.372156771503766e-07,1.372785315314669e-05,3.0051568134899864e-07,0.0,3.0051568134899864e-07,0.0,1.8962519168885408e-07
0_00422,1.3285255792091792e-05,2.0933917274602924e-06,1.11918640646315e-05,1.119188062156966e-07,9.28078191150774e-06,1.3283559174821075e-05,1.0941672122959348e-06,1.2189391962525138e-05,1.0119630170466993e-07,1.0098811616515144e-05,8.314046280050247e-06,1.9057472665095163e-06,6.4082990135407296e-06,1.161473726627472e-07,4.303438696296449e-06,6.327058453662505e-06,2.478690084046577e-06,3.848368369615929e-06,1.2494648259910104e-07,1.674425373011656e-06,1.2838928637210926e-05,2.054394003145344e-06,1.078453463406558e-05,6.247628306028712e-08,8.986491948561079e-06,2.9299893279106424e-05,1.742702391366271e-05,1.187286936544371e-05,1.161058912410059e-05,9.76262522015592e-06,3.998511740213593e-06,1.994008452998656e-06,2.004503287214936e-06,8.36392456572885e-08,1.4187190199536415e-06,1.03741412731833e-05,2.0816408433520546e-06,8.292500429831246e-06,2.283059056877275e-07,6.612519822468714e-06,1.065428512248177e-05,2.189066527672087e-06,8.465218594809686e-06,1.4663507580635924e-07,4.028245437122365e-06,3.953091901958133e-06,1.9838995602026843e-06,1.9691923417554494e-06,4.7865433670231536e-08,1.2982237101541828e-07,3.000852423133396e-05,1.7837184183127295e-05,1.2171340048206664e-05,1.1947508441722218e-05,1.012499914337828e-05,1.1730756561265043e-05,3.2964503578434283e-06,8.434306203421614e-06,9.231524763070828e-07,6.715986598722053e-06,1.662892763184095e-05,2.177358721516476e-06,1.4451568910324472e-05,1.58283545931169e-07,1.164775189870742e-05,1.0417058820181272e-05,2.1254287093765018e-06,8.291630110804773e-06,1.1187885025667617e-07,6.694359306793555e-06,1.3262365059170552e-05,2.089784501872829e-06,1.1172580557297722e-05,1.1172450537043177e-07,9.264792526462393e-06,1.8465942920912523e-05,2.4347650498937965e-06,1.6031177871018725e-05,3.334203363289006e-07,1.4369129857423387e-05,2.3344313220140707e-05,3.6627912564380087e-06,1.96815219637027e-05,1.4075368718505372e-06,1.8113375284197846e-05,2.25632964205881e-05,4.260222793704879e-06,1.8303073626883223e-05,2.0367103850212654e-06,1.6817323172934697e-05,1.930558546169743e-05,6.228460354395054e-06,1.3077125107302377e-05,4.533631915348619e-07,1.1234243168268392e-05,6.97936169803171e-08,1.4134044658056557e-08,5.5659572322260527e-08,0.0,1.8553074416862098e-08
0_00471,1.0132941701520074e-05,2.086688048758136e-06,8.046253652761939e-06,6.62448016396747e-07,6.700966492122597e-06,9.686602983886909e-06,1.2502897270356423e-06,8.436313256851267e-06,6.112429289844406e-07,6.80295180823208e-06,7.059601699955233e-06,2.050465202927652e-06,5.009136497027581e-06,8.473138978772355e-07,3.124850828941581e-06,6.079741395197493e-06,2.63345260501376e-06,3.446288790183733e-06,8.514027037975524e-07,1.490758845455378e-06,9.955236195916858e-06,2.085644794511136e-06,7.86959140140572e-06,6.831833736778094e-07,6.5425443522139415e-06,2.7011768560608035e-05,1.8199635569626083e-05,8.812132990981954e-06,1.2867298956883933e-05,7.258485356506087e-06,2.891659729826753e-06,1.566634946621536e-06,1.325024783205217e-06,8.329334620585848e-08,7.389174717513343e-07,7.884651300533892e-06,1.9925520847998723e-06,5.89209921573402e-06,5.316518826843955e-07,4.842467826541395e-06,7.987505585369972e-06,2.013734482486203e-06,5.973771102883769e-06,1.36577894160737e-07,2.749824839895772e-06,2.8571949720367806e-06,1.4321733591942827e-06,1.4250216128424983e-06,2.6727602188591272e-08,6.84764543836902e-08,2.757012533942338e-05,1.862494841978433e-05,8.94517691963905e-06,1.313982497070993e-05,7.483940965802346e-06,8.460740945252046e-06,2.9606394735779103e-06,5.500101471674136e-06,1.2318340687895964e-06,4.289523200896724e-06,1.3744160604730367e-05,2.1452825713693085e-06,1.1598878033361062e-05,6.888043767982944e-07,9.311160587685444e-06,7.590182539532377e-06,2.1215269121021663e-06,5.46865562743021e-06,6.927983873605775e-07,4.430948819763531e-06,1.0114490032675169e-05,2.0828881118853664e-06,8.031601920789802e-06,6.612423119822649e-07,6.688763309186692e-06,1.4516856719646886e-05,2.172100903972087e-06,1.23447558156748e-05,7.342121672221018e-07,1.1093566671776396e-05,1.765586319616333e-05,2.8737202859249307e-06,1.4782142910238404e-05,1.397227134736504e-06,1.359221047282482e-05,1.6389831308321353e-05,3.019817108045321e-06,1.3370014200276032e-05,1.531644877407582e-06,1.235831960786221e-05,1.626392098487004e-05,6.058723368409153e-06,1.0205197616460888e-05,9.199407173208708e-07,8.982538044967683e-06,5.8155760132253485e-08,6.794710711879213e-10,5.747628906106558e-08,0.0,3.126822620056808e-08
0_00526,7.457137165938173e-06,1.8050181972255864e-06,5.652118968712588e-06,7.965977830086812e-07,4.624730162506024e-06,6.944146648302891e-06,9.96280976500954e-07,5.947865671801938e-06,5.468202833081188e-07,4.459309472379662e-06,5.710682086843402e-06,1.7505481630673746e-06,3.960133923776028e-06,9.25708835019791e-07,2.142875920737681e-06,6.1018104159351845e-06,2.6702379804348616e-06,3.431572435500324e-06,1.347800300753942e-06,1.469897360820245e-06,7.453149500434222e-06,1.8541722966581152e-06,5.59897720377611e-06,8.290509255679199e-07,4.542917398647461e-06,2.307443999666021e-05,1.6657882397251408e-05,6.4165575994088015e-06,1.165477112384482e-05,5.16364549492963e-06,2.041924605424002e-06,1.0763008032316055e-06,9.656238021923962e-07,5.6267510460997616e-08,4.593839787937312e-07,5.142040823108049e-06,1.0812985515701915e-06,4.060742271537856e-06,6.526542289271287e-08,3.25604498852483e-06,5.89093956560767e-06,1.803817117665744e-06,4.087122447941926e-06,8.019710220765968e-08,1.6475532064459406e-06,2.226727213678474e-06,1.0478557654708236e-06,1.1788714482076506e-06,1.9067194779948325e-08,6.750080159226862e-08,2.306167797375192e-05,1.65035902925313e-05,6.558087681220617e-06,1.1740512781710468e-05,5.349500029307056e-06,5.905009654584738e-06,2.369080916821451e-06,3.5359287377632875e-06,1.1149016979524388e-06,2.476165400103558e-06,1.0784877695905386e-05,1.919493348610117e-06,8.86538434729527e-06,8.596170761851736e-07,6.97510902072745e-06,5.4361319789332805e-06,1.8342182612229573e-06,3.601913717710324e-06,8.05374186363116e-07,2.7320857634110403e-06,7.443845346435288e-06,1.8018008851773469e-06,5.642044461257943e-06,7.951779265364592e-07,4.616486790095866e-06,1.0910500169586806e-05,1.893181819139236e-06,9.017318350447571e-06,8.470031461435742e-07,7.852575712078825e-06,1.275462899764574e-05,2.37506661073934e-06,1.03795623869064e-05,1.336705941847982e-06,9.534415889709302e-06,1.1701440481325226e-05,2.621859814757074e-06,9.079580666568152e-06,1.5882537505530308e-06,8.517884762715486e-06,1.360199121981494e-05,5.719853521605595e-06,7.882137698209345e-06,1.01210006149299e-06,6.919081710630693e-06,1.1639872172591918e-07,0.0,1.1639872172591918e-07,0.0,3.005260786941304e-08
0_00587,5.880893698892963e-06,1.1183518138369655e-06,4.762541885055998e-06,4.229026628776385e-07,3.7978865787780416e-06,5.779003673751466e-06,6.778488267244953e-07,5.10115484702697e-06,4.317100085261037e-07,3.680312187981638e-06,4.205221904678909e-06,1.065094573097123e-06,3.1401273315817854e-06,5.327861927463018e-07,1.522169477121414e-06,4.362382808190033e-06,1.496797441807294e-06,2.8655853663827392e-06,5.787387139847124e-07,1.0595888860457316e-06,5.883124926920763e-06,1.0985355491425582e-06,4.7845893777782045e-06,4.1784670900779866e-07,3.816092988325921e-06,2.18523697943082e-05,1.603102305207117e-05,5.821346742237037e-06,1.0874864154345091e-05,4.541253666266867e-06,1.829229152512748e-06,8.049517209154364e-07,1.0242774315973114e-06,3.954208252345749e-08,5.40405148229869e-07,4.602627696794903e-06,9.261988137423416e-07,3.676428883052561e-06,2.565412646401331e-07,2.894744013689534e-06,4.673267199501376e-06,1.0946418430817452e-06,3.5786253564196303e-06,5.772380792235344e-08,1.114825878400786e-06,1.5737456388144972e-06,6.940244320393159e-07,8.797212067751812e-07,9.085659484147633e-09,5.291607928893057e-08,2.241576424985648e-05,1.656851895427096e-05,5.847245295585519e-06,1.1092817888724458e-05,4.634511580620977e-06,4.27515222011464e-06,1.627540366190516e-06,2.647611853924124e-06,6.380075462249873e-07,1.7267925133245409e-06,8.894712583696282e-06,1.1673846622438975e-06,7.727327921452383e-06,4.658642114045272e-07,5.83691021124849e-06,3.89767277340666e-06,1.1122590571039764e-06,2.785413716302684e-06,4.080606865951283e-07,2.0373394632965586e-06,5.870160457914511e-06,1.1163103470973024e-06,4.75385011081721e-06,4.221310197745421e-07,3.790954408601832e-06,8.931489534567193e-06,1.2225728816849982e-06,7.708916652882195e-06,5.12947240837306e-07,6.756331245187075e-06,1.0680995129324368e-05,1.440501805734635e-06,9.240493323589732e-06,7.341438079749292e-07,8.476010393566905e-06,9.633423844509188e-06,1.655361444550264e-06,7.978062399958926e-06,9.16251017673455e-07,7.379277014331821e-06,1.1921238334181548e-05,4.847513694229939e-06,7.073724639951612e-06,6.532055002762457e-07,6.044015516316301e-06,2.149952678898238e-08,0.0,2.149952678898238e-08,0.0,8.991321697455802e-10
0_00655,4.712942859378506e-06,6.095386298363737e-07,4.103404229542132e-06,2.236486344477865e-07,3.114952952998345e-06,4.448621658714179e-06,3.630633361595307e-07,4.085558322554648e-06,2.700488769385349e-07,2.793937808567463e-06,3.2496327877367406e-06,6.412476550158968e-07,2.608385132720844e-06,3.4397933055107285e-07,9.629837479664849e-07,3.2200046075406382e-06,8.135848583141075e-07,2.4064197492265312e-06,2.614355436475574e-07,7.600194839061503e-07,4.743714388159751e-06,6.985191798139092e-07,4.045195208345841e-06,3.024618745573716e-07,3.112410572859817e-06,2.0673480767484207e-05,1.552218492289773e-05,5.151295844586481e-06,1.0939311412774396e-05,3.836844898100758e-06,1.55229958414011e-06,4.4633790551566427e-07,1.1059616786244458e-06,2.7450824412053e-08,5.644969374527411e-07,3.807539518552784e-06,6.276020126159465e-07,3.1799375059368373e-06,2.3492339488837614e-07,2.276248003291231e-06,3.268457378511889e-06,5.880168540098114e-07,2.6804405245020773e-06,1.5730551128866924e-08,6.672049999069581e-07,1.2329645002501105e-06,3.801467384633988e-07,8.528177617867115e-07,1.8052885938585382e-09,4.8032789272981923e-08,2.1346692137448705e-05,1.6024439888867744e-05,5.322252248580959e-06,1.1267749023571304e-05,3.940968399069064e-06,2.767946887472156e-06,9.56952725345756e-07,1.8109941621263992e-06,2.567006874004323e-07,1.0505289342773066e-06,7.309468442559511e-06,7.258701729221925e-07,6.583598269637318e-06,3.415029925455691e-07,4.823982355728581e-06,2.635612213858989e-06,6.108816133215184e-07,2.024730600537471e-06,2.1609002719396985e-07,1.263979405929579e-06,4.704364947294226e-06,6.084301501716405e-07,4.095934797122585e-06,2.2324286833055882e-07,3.109282086245272e-06,6.966488001330034e-06,6.608102590221435e-07,6.305677742307891e-06,2.664944249756889e-07,5.515987040093188e-06,8.679500194385698e-06,9.391269537654914e-07,7.740373240620208e-06,5.703848893569058e-07,7.1632745677210735e-06,7.834035815313926e-06,1.0364118676609723e-06,6.797623947652954e-06,6.062684157256652e-07,6.1731005476664775e-06,1.0400079547999224e-05,4.251217044473347e-06,6.148862503525877e-06,3.419370850562651e-07,5.2233188638395655e-06,8.273202072569527e-09,0.0,8.273202072569527e-09,0.0,0.0
0_00732,3.413390304147127e-06,2.502600898484982e-07,3.163130214298629e-06,9.082715109202799e-10,2.2429958821986945e-06,3.485215941064571e-06,1.83789180924953e-07,3.301426760139617e-06,2.5129476355884283e-08,1.949738479941715e-06,2.368128415498843e-06,2.190347193107749e-07,2.1490936961880683e-06,5.193717971795801e-09,5.902291637825274e-07,2.6293118498416946e-06,3.619620511895198e-07,2.2673497986521754e-06,3.570102347530252e-09,7.058509513657875e-07,3.420194706286364e-06,2.3008755784701042e-07,3.190107148439353e-06,6.308478059296776e-10,2.247741521551073e-06,1.9553659719003013e-05,1.4996196807462102e-05,4.55746291154091e-06,1.017542084027834e-05,3.1671235020689625e-06,1.388857504358416e-06,2.1551936520651093e-07,1.1733381391519052e-06,1.0696813208886136e-08,6.61926042846245e-07,2.979806421731185e-06,2.8642213702254454e-07,2.6933842847086414e-06,8.52389895501907e-08,1.7113281460015169e-06,2.3784479601943944e-06,2.700938692380152e-07,2.1083540909563795e-06,4.931131070774947e-09,4.2397165580893174e-07,8.542955384775051e-07,2.0301626284266082e-07,6.512792756348443e-07,5.384957003009604e-10,3.5131188523254874e-08,1.951030540838012e-05,1.4995365514003658e-05,4.514939894376466e-06,1.0276642604559425e-05,3.206311512084755e-06,1.794554962728238e-06,5.658667574404821e-07,1.2286882052877558e-06,5.8713960127671145e-08,5.634820620092877e-07,5.931512056258985e-06,2.7865880003138376e-07,5.652853256227602e-06,2.419440874862637e-10,4.048481611988953e-06,1.6848363209200251e-06,2.368719038454205e-07,1.447964417074605e-06,9.212206211025188e-10,7.914619190360951e-07,3.4071715913993787e-06,2.498043230590102e-07,3.157367268340369e-06,9.066157045966096e-10,2.2389085207809032e-06,4.914671119809491e-06,2.778802120844604e-07,4.636790907725032e-06,5.2823420830357625e-08,4.047534002656042e-06,5.711616633252085e-06,3.495436925856845e-07,5.362072940666401e-06,1.4777533773083513e-07,4.935407748854341e-06,5.315958385656708e-06,4.956387414300185e-07,4.820319644226689e-06,1.6312467718745857e-07,4.412940838196224e-06,8.924014565936886e-06,3.4211771476543064e-06,5.50283741828258e-06,1.666039192456295e-07,4.492401866902225e-06,4.347700077057994e-09,0.0,4.347700077057994e-09,0.0,0.0
